Gene Set	Basal	Her2	LumA	LumB	Normal	Average AUC
KEGG_SMALL_CELL_LUNG_CANCER	0.82322839	0.71642532	0.72804692	0.52661634	0.52254872	0.663373138
KEGG_CELL_CYCLE	0.75992853	0.69763501	0.73688475	0.54610019	0.55372411	0.658854518
BIOCARTA_ARF_PATHWAY	0.77785933	0.73404284	0.75987390	0.44554151	0.53181818	0.649827152
PID_P75NTRPATHWAY	0.81788074	0.72670061	0.74771602	0.48024176	0.44651056	0.643809938
REACTOME_CELL_CYCLE	0.74530021	0.67362933	0.70396196	0.52633952	0.55404040	0.640654284
ST_JNK_MAPK_PATHWAY	0.79709564	0.69954239	0.73215078	0.44183998	0.51942149	0.638010056
PID_P53REGULATIONPATHWAY	0.76297430	0.72475275	0.74995380	0.50976582	0.43599123	0.63668758
KEGG_PANCREATIC_CANCER	0.80398080	0.78263030	0.76964859	0.51374341	0.29908683	0.633817986
KEGG_GLIOMA	0.81497977	0.70365854	0.74044811	0.48893360	0.41224875	0.632053754
KEGG_WNT_SIGNALING_PATHWAY	0.75211415	0.69758857	0.73295559	0.42130917	0.55135700	0.631064896
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	0.77954374	0.72314073	0.72783179	0.53926880	0.38400673	0.630758358
ST_FAS_SIGNALING_PATHWAY	0.77714049	0.70849884	0.73640299	0.45257381	0.46910009	0.628743244
BIOCARTA_ATRBRCA_PATHWAY	0.77147984	0.73279927	0.73717555	0.46928518	0.42994082	0.628136132
BIOCARTA_G1_PATHWAY	0.76456825	0.70162022	0.72896575	0.50712309	0.43694011	0.627843484
KEGG_APOPTOSIS	0.80401999	0.71011149	0.74711468	0.51777829	0.35249974	0.626304838
BIOCARTA_G2_PATHWAY	0.76723490	0.72207166	0.73251411	0.47310780	0.42743598	0.62447289
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.66150550	0.61186833	0.60854809	0.48986049	0.74911234	0.62417895
PID_MYC_ACTIVPATHWAY	0.77667000	0.70120309	0.74559558	0.43467714	0.46110091	0.623849344
KEGG_HUNTINGTONS_DISEASE	0.76184172	0.69433270	0.73837414	0.49242849	0.42314560	0.62202453
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.75862770	0.67398276	0.71141414	0.45410213	0.50740231	0.621105808
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.79747464	0.70740698	0.72805084	0.50171064	0.36987552	0.620903724
BIOCARTA_ATM_PATHWAY	0.75301024	0.71312549	0.72938032	0.47403392	0.43346597	0.620603188
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.76525987	0.68898453	0.72854314	0.47622706	0.44247526	0.620297972
PID_AURORA_A_PATHWAY	0.75873552	0.71175418	0.73249499	0.46966990	0.42496174	0.619523266
KEGG_BASAL_CELL_CARCINOMA	0.75607963	0.70278012	0.71612107	0.47001487	0.45106112	0.619211362
BIOCARTA_CHEMICAL_PATHWAY	0.77208930	0.69576575	0.72894041	0.47243132	0.42496174	0.618837704
PID_P53DOWNSTREAMPATHWAY	0.76022822	0.71492191	0.75666646	0.47234133	0.38528722	0.617889028
REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1	0.75488429	0.69558565	0.71402624	0.47653251	0.44555658	0.617317054
PID_BARD1PATHWAY	0.77888261	0.68441674	0.72748894	0.47254299	0.41893174	0.616452604
BIOCARTA_P53HYPOXIA_PATHWAY	0.76447600	0.72494746	0.72427895	0.43842185	0.42645648	0.615716148
KEGG_NON_SMALL_CELL_LUNG_CANCER	0.81891749	0.71795874	0.72027627	0.51076513	0.30867258	0.615318042
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	0.76546174	0.70746470	0.71833505	0.46704422	0.41695235	0.615051612
REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION	0.76238024	0.70578947	0.72250612	0.46553255	0.41797266	0.614836208
BIOCARTA_P53_PATHWAY	0.76398166	0.71212516	0.73252425	0.48770662	0.37092133	0.613451804
KEGG_P53_SIGNALING_PATHWAY	0.77357453	0.71276385	0.72455819	0.49198052	0.35696358	0.611968134
PID_LKB1_PATHWAY	0.75665573	0.68623339	0.71471939	0.45353643	0.44567901	0.61136479
REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE	0.75233498	0.69770968	0.71689697	0.46651052	0.42103357	0.610897144
PID_HDAC_CLASSIII_PATHWAY	0.77891003	0.71088728	0.72871894	0.46267475	0.36958984	0.610156168
KEGG_MELANOMA	0.81071113	0.71567671	0.70202166	0.50308799	0.31217733	0.608734964
BIOCARTA_PML_PATHWAY	0.77277479	0.70767978	0.72880467	0.46131964	0.37055913	0.608227602
BIOCARTA_RB_PATHWAY	0.76590402	0.69721602	0.73091693	0.47630431	0.36839608	0.607747472
KEGG_BLADDER_CANCER	0.75997479	0.69192408	0.72406153	0.47494282	0.38708295	0.607597234
SA_G1_AND_S_PHASES	0.76987588	0.69656385	0.71871804	0.47079920	0.38114478	0.60742035
BIOCARTA_TID_PATHWAY	0.76274705	0.70583769	0.73072161	0.46650143	0.36756964	0.606675484
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.77229831	0.69859783	0.71867731	0.47382501	0.36955923	0.606591538
PID_HIF1APATHWAY	0.76890752	0.70272513	0.72463619	0.45909954	0.37410468	0.605894612
KEGG_PROSTATE_CANCER	0.81691033	0.70067617	0.74275939	0.50065340	0.26831956	0.60586377
KEGG_ENDOMETRIAL_CANCER	0.80994012	0.72178682	0.66658803	0.50047663	0.32682379	0.605123078
BIOCARTA_TEL_PATHWAY	0.77769422	0.71343099	0.72740197	0.46175013	0.34383226	0.604821914
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	0.77465246	0.69468124	0.72562883	0.46603377	0.35844812	0.603888884
REACTOME_SIGNALING_BY_NOTCH	0.75093471	0.69242177	0.71300126	0.46489925	0.39692378	0.603636154
PID_AP1_PATHWAY	0.76732806	0.70382966	0.72460117	0.50083043	0.31864096	0.603046056
REACTOME_CELL_CYCLE_CHECKPOINTS	0.75114300	0.70247792	0.72695197	0.47656553	0.35190287	0.601808258
SIG_CD40PATHWAYMAP	0.67968071	0.44790185	0.60438618	0.52130602	0.74527089	0.59970913
REACTOME_METABOLISM_OF_PROTEINS	0.62092933	0.56044098	0.62606432	0.52061648	0.66738598	0.599087418
KEGG_CALCIUM_SIGNALING_PATHWAY	0.57775102	0.64365492	0.60198293	0.47459160	0.69703602	0.599003298
PID_P38ALPHABETADOWNSTREAMPATHWAY	0.76599657	0.69346660	0.71357538	0.46974487	0.35189266	0.598935216
KEGG_COLORECTAL_CANCER	0.78720210	0.74638504	0.69448485	0.45405442	0.31021835	0.598468952
BIOCARTA_CTCF_PATHWAY	0.80855259	0.69534714	0.71615485	0.43205334	0.33793490	0.598008564
KEGG_THYROID_CANCER	0.75443918	0.67145525	0.70652161	0.42812332	0.42637486	0.597382844
PID_HEDGEHOG_2PATHWAY	0.66611110	0.56901337	0.60579405	0.50711430	0.63673605	0.596953774
REACTOME_APOPTOSIS	0.78033263	0.69942312	0.72137205	0.47216970	0.30910621	0.596480742
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.63373380	0.53580690	0.61935434	0.49728233	0.68228752	0.593692978
REACTOME_GPCR_DOWNSTREAM_SIGNALING	0.67405603	0.61672197	0.67624914	0.44695938	0.54898990	0.592595284
ST_INTERLEUKIN_4_PATHWAY	0.66812727	0.47622845	0.60948430	0.48714687	0.71777370	0.591752118
PID_REG_GR_PATHWAY	0.76259622	0.72097895	0.73002676	0.44268239	0.30201510	0.591659884
KEGG_FOCAL_ADHESION	0.63952164	0.52173252	0.62476515	0.50365474	0.66607999	0.591150808
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.63763018	0.59888665	0.62072817	0.51201337	0.57935415	0.589722504
REACTOME_SIGNALING_BY_PDGF	0.62404865	0.61822735	0.64625311	0.53842982	0.52022243	0.589436272
KEGG_MAPK_SIGNALING_PATHWAY	0.72113135	0.56103674	0.73527334	0.48845721	0.43959800	0.589099328
BIOCARTA_RNA_PATHWAY	0.76804574	0.70262959	0.72020642	0.46135173	0.29178145	0.588802986
KEGG_PATHWAYS_IN_CANCER	0.76100749	0.58734145	0.75676111	0.54771580	0.28775635	0.58811644
PID_PI3KPLCTRKPATHWAY	0.66949696	0.45397213	0.60422780	0.49023711	0.71725844	0.587038488
SIG_CHEMOTAXIS	0.68128027	0.61889262	0.59628350	0.47853284	0.55568309	0.586134464
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	0.67271508	0.44678440	0.61857151	0.53510879	0.64198551	0.583033058
SA_PTEN_PATHWAY	0.67870963	0.49424341	0.60436248	0.50792950	0.62822671	0.582694346
PID_AVB3_OPN_PATHWAY	0.67079765	0.45885283	0.61610778	0.48318110	0.68258851	0.582305574
PID_CXCR4_PATHWAY	0.67352449	0.68701821	0.61657476	0.45365950	0.47418121	0.580991634
KEGG_OLFACTORY_TRANSDUCTION	0.60472034	0.50080456	0.60951142	0.48007151	0.70821345	0.580664256
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	0.66417131	0.54056091	0.63023029	0.50962338	0.55806040	0.580529258
PID_TRAIL_PATHWAY	0.69004589	0.43808581	0.62282403	0.53018573	0.61649832	0.579527956
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	0.68334711	0.51523914	0.60991350	0.51028002	0.57525763	0.57880748
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	0.57329316	0.50816118	0.63666794	0.50547320	0.66961535	0.578642166
BIOCARTA_CXCR4_PATHWAY	0.65196212	0.46649127	0.60222279	0.49105232	0.67823181	0.577992062
KEGG_CELL_ADHESION_MOLECULES_CAMS	0.54417717	0.44984405	0.57993704	0.54059731	0.77147230	0.577205574
REACTOME_HEMOSTASIS	0.78253205	0.54810134	0.71716469	0.55463368	0.27549740	0.575585832
REACTOME_SIGNALING_BY_ILS	0.60283057	0.46776407	0.59809753	0.49500817	0.71362106	0.57546428
REACTOME_POTASSIUM_CHANNELS	0.56534056	0.52641170	0.57908713	0.56506470	0.63243036	0.57366689
REACTOME_SIGNALING_BY_FGFR_MUTANTS	0.64870397	0.42289754	0.59498982	0.54463382	0.65479033	0.573203096
REACTOME_SIGNALING_BY_FGFR1_MUTANTS	0.66017922	0.45669895	0.59406631	0.52249420	0.63059892	0.57280752
BIOCARTA_IL7_PATHWAY	0.65376310	0.44252417	0.59795802	0.54512498	0.62275278	0.57242461
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	0.69698969	0.54478969	0.63293247	0.48254646	0.50302520	0.572056702
REACTOME_L1CAM_INTERACTIONS	0.57703044	0.43647251	0.57693774	0.55031164	0.71876849	0.571904164
BIOCARTA_ACH_PATHWAY	0.67104666	0.46184395	0.60886931	0.48971304	0.62475258	0.571245108
