Gene Set	Basal	Her2	LumA	LumB	Normal	Average AUC
KEGG_COLORECTAL_CANCER	0.99206446	0.92970051	0.92246923	0.87106797	0.90740741	0.924541916
SIG_CHEMOTAXIS	0.99270256	0.89570264	0.93867636	0.86871890	0.90516274	0.92019264
PID_REG_GR_PATHWAY	0.99252607	0.89671274	0.89972081	0.85827937	0.82379349	0.894206496
KEGG_PANCREATIC_CANCER	0.99431818	0.96749070	0.93795823	0.89346958	0.60774411	0.88019616
KEGG_PATHWAYS_IN_CANCER	0.99473906	0.96879320	0.94571534	0.90615457	0.56509540	0.876099514
REACTOME_SIGNALING_BY_ERBB4	0.99389391	0.93156123	0.90635887	0.83998904	0.70089787	0.874540184
KEGG_PROSTATE_CANCER	0.99431479	0.96617048	0.93148378	0.89472242	0.58305275	0.873948844
REACTOME_AXON_GUIDANCE	0.99473906	0.96342371	0.94349870	0.89229504	0.57295174	0.87338165
KEGG_PURINE_METABOLISM	0.99421296	0.95625554	0.94985037	0.88174597	0.57295174	0.871003316
REACTOME_HEMOSTASIS	0.99452862	0.94846713	0.95490761	0.89824603	0.55780022	0.870789922
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	0.99452523	0.93906610	0.95330764	0.89159032	0.57351291	0.87040044
KEGG_SMALL_CELL_LUNG_CANCER	0.99389731	0.93100301	0.93997024	0.88800423	0.58922559	0.868420076
REACTOME_IMMUNE_SYSTEM	0.99452862	0.94023569	0.95092281	0.89072900	0.55892256	0.867067736
REACTOME_DEVELOPMENTAL_BIOLOGY	0.99484428	0.96570087	0.93839998	0.88618746	0.54601571	0.86622966
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.99473906	0.96818182	0.93130943	0.88246058	0.55218855	0.865775888
KEGG_FOCAL_ADHESION	0.99442001	0.96104023	0.92056765	0.87247504	0.57687991	0.865076568
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.99173862	0.94144072	0.95957690	0.89519223	0.53254770	0.864099234
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	0.99192530	0.92808790	0.93581666	0.85799859	0.60213244	0.863192178
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.99431818	0.93781676	0.91831737	0.88744029	0.57575758	0.862730036
REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE	0.99085954	0.93692185	0.94238926	0.87491191	0.56509540	0.862035592
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.99345607	0.94203438	0.92285885	0.85079477	0.59876543	0.8615819
KEGG_NON_SMALL_CELL_LUNG_CANCER	0.99261432	0.94356725	0.92501999	0.87718268	0.56902357	0.861481562
KEGG_GLIOMA	0.99324223	0.93552189	0.93055093	0.87084018	0.57239057	0.86050916
REACTOME_SIGNALING_BY_RHO_GTPASES	0.99387694	0.92235513	0.94965304	0.89428938	0.53815937	0.859666772
KEGG_BLADDER_CANCER	0.99026556	0.95778841	0.92276018	0.85463159	0.57239057	0.859567262
PID_MYC_REPRESSPATHWAY	0.99421296	0.94959242	0.91821702	0.87350247	0.55780022	0.858665018
REACTOME_SIGNALLING_BY_NGF	0.99484428	0.95398724	0.92547688	0.86152220	0.55555556	0.858277232
REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	0.99494949	0.96155414	0.93009852	0.87091849	0.53310887	0.858125902
REACTOME_METABOLISM_OF_NUCLEOTIDES	0.99305216	0.92073365	0.94916924	0.85502310	0.57014590	0.85762481
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	0.99291640	0.91874889	0.92070107	0.85228252	0.60157127	0.85724403
PID_E2F_PATHWAY	0.98692571	0.92536771	0.95684899	0.87538172	0.53984287	0.8568734
PID_RB_1PATHWAY	0.99089008	0.90571505	0.93210381	0.87258222	0.58305275	0.856868782
KEGG_MAPK_SIGNALING_PATHWAY	0.99452862	0.95755804	0.92786114	0.86324485	0.53928171	0.856494872
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	0.99388034	0.94465710	0.91229309	0.85651084	0.56453423	0.85437512
KEGG_PYRIMIDINE_METABOLISM	0.99337121	0.91392876	0.95247009	0.88164592	0.52918070	0.854119336
PID_DELTANP63PATHWAY	0.99326599	0.93294347	0.95951019	0.93246418	0.44949495	0.853535756
KEGG_ACUTE_MYELOID_LEUKEMIA	0.99294015	0.89780259	0.91410943	0.84977684	0.61279461	0.853484724
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	0.99047260	0.90136452	0.92375750	0.85776368	0.59203143	0.853077946
KEGG_ARGININE_AND_PROLINE_METABOLISM	0.99092063	0.95055821	0.90889414	0.82408890	0.58978676	0.852849728
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.99146370	0.90997696	0.91075591	0.88313366	0.56677890	0.852421826
KEGG_GLUTATHIONE_METABOLISM	0.98777764	0.92850434	0.92675379	0.85290893	0.56397306	0.851983552
KEGG_INSULIN_SIGNALING_PATHWAY	0.99420957	0.94000532	0.92005806	0.85541461	0.54938272	0.851814056
PID_SMAD2_3NUCLEARPATHWAY	0.99421296	0.93242956	0.92470436	0.85973706	0.54769921	0.85175663
REACTOME_PHOSPHOLIPID_METABOLISM	0.99442340	0.94146730	0.92242193	0.86321242	0.53591470	0.85148795
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.99368008	0.91643629	0.91807191	0.86958735	0.55836139	0.851227404
KEGG_ERBB_SIGNALING_PATHWAY	0.99377851	0.94196349	0.90250098	0.85572782	0.55948373	0.850690906
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	0.99304877	0.93524721	0.90452152	0.86199201	0.55667789	0.85029748
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	0.99284512	0.88293461	0.95457797	0.88947616	0.52918070	0.849802912
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	0.99442340	0.93357257	0.91461120	0.85048156	0.55555556	0.849728858
REACTOME_CELL_CYCLE_CHECKPOINTS	0.99293337	0.94900762	0.94729139	0.88422990	0.47306397	0.84930525
ST_ADRENERGIC	0.99442340	0.91693248	0.90145252	0.85424008	0.57912458	0.849234612
REACTOME_SIGNALING_BY_SCF_KIT	0.99144333	0.93503456	0.91368957	0.85149356	0.55443322	0.849218848
PID_AVB3_INTEGRIN_PATHWAY	0.99220023	0.93105618	0.89646511	0.82938104	0.59595960	0.849012432
KEGG_AXON_GUIDANCE	0.99410774	0.94284955	0.90766024	0.84707738	0.55331089	0.84900116
PID_ENDOTHELINPATHWAY	0.99325242	0.91101365	0.91012604	0.83897111	0.59090909	0.848854462
REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	0.99473906	0.96942229	0.93150396	0.88360348	0.46408530	0.848670818
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.99280778	0.91133262	0.89699078	0.85040326	0.59147026	0.84860094
KEGG_ENDOMETRIAL_CANCER	0.99293337	0.92527025	0.88677464	0.83427296	0.60325477	0.848501198
