Gene Set	Basal	Her2	LumA	LumB	Normal	Average AUC
KEGG_ALLOGRAFT_REJECTION	0.97248346	0.81221304	0.81514511	0.71728370	0.82070707	0.827566476
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS	0.97840474	0.89577594	0.86279773	0.79313460	0.59090909	0.82420442
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	0.96238245	0.79109275	0.80597423	0.72480907	0.83080808	0.823013316
KEGG_GRAFT_VERSUS_HOST_DISEASE	0.97927551	0.80303030	0.79840312	0.72785691	0.80555556	0.82282428
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	0.97579241	0.86715873	0.81826147	0.80574033	0.63383838	0.820158264
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	0.96847788	0.79224059	0.79768868	0.73380143	0.79797980	0.818037676
BIOCARTA_TH1TH2_PATHWAY	0.95367468	0.72933884	0.78033508	0.76225671	0.83838384	0.81279783
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	0.96064089	0.76193756	0.79742427	0.74825491	0.78030303	0.809712132
PID_IL12_STAT4PATHWAY	0.94235458	0.66253444	0.79041869	0.77469820	0.84848485	0.803698152
KEGG_AUTOIMMUNE_THYROID_DISEASE	0.96900035	0.79683196	0.79551197	0.71864991	0.72222222	0.800443282
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	0.97666318	0.86685032	0.85755359	0.77616893	0.50505051	0.796457306
KEGG_VIRAL_MYOCARDITIS	0.97544410	0.85743802	0.80633009	0.79129432	0.55050505	0.796202316
KEGG_TYPE_I_DIABETES_MELLITUS	0.97579241	0.80142332	0.81046050	0.73811284	0.62626263	0.79041034
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0.97318008	0.83953168	0.84218841	0.77765459	0.51767677	0.790046306
KEGG_ECM_RECEPTOR_INTERACTION	0.97770812	0.84618916	0.84072553	0.82002956	0.44949495	0.786829464
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.97927551	0.87695133	0.84975081	0.79355267	0.41161616	0.782229296
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT	0.96917450	0.71992654	0.77691136	0.75310011	0.68939394	0.78170129
BIOCARTA_THELPER_PATHWAY	0.94879833	0.75482094	0.78781645	0.67923134	0.73737374	0.78160816
REACTOME_METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D	0.93765239	0.72727273	0.78879221	0.72419315	0.70202020	0.775986136
KEGG_BLADDER_CANCER	0.96255660	0.86088154	0.79418858	0.81007787	0.44949495	0.775439908
REACTOME_GPCR_LIGAND_BINDING	0.97614072	0.89370983	0.85676036	0.79933481	0.35101010	0.775391164
PID_PI3KPLCTRKPATHWAY	0.93312435	0.81588613	0.77737181	0.81739793	0.53282828	0.7753217
REACTOME_NETRIN1_SIGNALING	0.91814699	0.66689624	0.76202132	0.74765392	0.78030303	0.7750043
REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS	0.94252874	0.75459137	0.76585811	0.75149873	0.65909091	0.774713572
KEGG_STARCH_AND_SUCROSE_METABOLISM	0.97544410	0.72382920	0.79290671	0.78566149	0.58838384	0.773245068
KEGG_JAK_STAT_SIGNALING_PATHWAY	0.97001362	0.79178145	0.77405584	0.79970436	0.53030303	0.77317166
BIOCARTA_MONOCYTE_PATHWAY	0.93155695	0.79201102	0.74578344	0.76447401	0.62878788	0.77252266
PID_TRKRPATHWAY	0.94601184	0.78099174	0.80899208	0.78566149	0.54040404	0.772412238
BIOCARTA_TCYTOTOXIC_PATHWAY	0.95541623	0.74908173	0.77398389	0.70978073	0.67171717	0.77199595
KEGG_MELANOMA	0.94514107	0.80716253	0.77535135	0.80623306	0.52272727	0.771323056
BIOCARTA_TOB1_PATHWAY	0.94322536	0.73645546	0.75305507	0.74242424	0.67929293	0.770890612
REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE	0.94165796	0.47887971	0.77626828	0.78304479	0.86363636	0.76869742
BIOCARTA_CTLA4_PATHWAY	0.94113549	0.72819100	0.75136484	0.67713723	0.73737374	0.76704046
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	0.94601184	0.77456382	0.79185296	0.74648928	0.57070707	0.765924994
BIOCARTA_GSK3_PATHWAY	0.89306862	0.76997245	0.73122686	0.78677014	0.64646465	0.765500544
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	0.97666318	0.82001837	0.83987682	0.76767677	0.42171717	0.765190462
KEGG_VIBRIO_CHOLERAE_INFECTION	0.91570881	0.77364555	0.82489628	0.75548165	0.55555556	0.76505757
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	0.95646116	0.75206612	0.78419011	0.77802414	0.55303030	0.764754366
KEGG_GLIOMA	0.91640543	0.76124885	0.78905508	0.81029810	0.54545455	0.764492402
KEGG_THYROID_CANCER	0.91239986	0.79843893	0.76396167	0.77962552	0.56565657	0.76401651
REACTOME_GLYCOPROTEIN_HORMONES	0.87060258	0.69559229	0.74621546	0.67381128	0.83333333	0.763910988
REACTOME_NCAM1_INTERACTIONS	0.93712992	0.84067952	0.83299414	0.71540236	0.49242424	0.763726036
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE	0.92807384	0.79866850	0.79196513	0.79219019	0.50757576	0.763694684
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.97561825	0.81955923	0.81363343	0.79071200	0.41414141	0.762732864
PID_INTEGRIN2_PATHWAY	0.96656217	0.78374656	0.81237013	0.74464154	0.49747475	0.76095903
KEGG_LINOLEIC_ACID_METABOLISM	0.87460815	0.75665748	0.76805084	0.74550382	0.65909091	0.76078224
REACTOME_REGULATION_OF_APOPTOSIS	0.91866945	0.78581267	0.81945045	0.76613138	0.51262626	0.760538042
BIOCARTA_LYM_PATHWAY	0.94636015	0.75528007	0.73867709	0.75486573	0.60606061	0.76024873
PID_IL5_PATHWAY	0.93295019	0.78351699	0.73416465	0.75646711	0.59343434	0.760106656
REACTOME_STEROID_HORMONES	0.92842215	0.67837466	0.75842775	0.72508903	0.70959596	0.75998191
KEGG_ASTHMA	0.96197081	0.44283747	0.76914503	0.73386862	0.87878788	0.757321962
BIOCARTA_DC_PATHWAY	0.95524208	0.69100092	0.82409149	0.79588569	0.51767677	0.75677939
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	0.97701149	0.88314968	0.85093799	0.79724070	0.27272727	0.756213426
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	0.87565308	0.78902663	0.76210723	0.74045331	0.60858586	0.755165222
BIOCARTA_ASBCELL_PATHWAY	0.90943922	0.65863177	0.77041269	0.69475240	0.74242424	0.755132064
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	0.97631487	0.88567493	0.84993911	0.78975266	0.27272727	0.754881768
REACTOME_OLFACTORY_SIGNALING_PATHWAY	0.94130965	0.70408632	0.78169853	0.74102444	0.60606061	0.75483591
PID_NETRIN_PATHWAY	0.91483804	0.71969697	0.81083027	0.75080069	0.57575758	0.75438471
