Gene Set	Basal	Her2	LumA	LumB	Normal	Average AUC
BIOCARTA_ARF_PATHWAY	0.81466436	0.72990673	0.75256310	0.51574277	0.49182002	0.660939396
BIOCARTA_CTCF_PATHWAY	0.80226813	0.72951069	0.74565526	0.50801066	0.47038510	0.651165968
KEGG_PANCREATIC_CANCER	0.80141197	0.78026667	0.71734891	0.52929796	0.42069986	0.649805074
BIOCARTA_ATRBRCA_PATHWAY	0.75919761	0.73920200	0.73824778	0.52908307	0.46822069	0.64679023
KEGG_NON_SMALL_CELL_LUNG_CANCER	0.81389821	0.73272045	0.70695168	0.51746815	0.43400883	0.641009464
PID_BARD1PATHWAY	0.77209454	0.68925286	0.72912344	0.51788904	0.46858184	0.635388344
PID_P53REGULATIONPATHWAY	0.75827121	0.70615054	0.73826306	0.50373612	0.47049008	0.635382202
BIOCARTA_P53HYPOXIA_PATHWAY	0.76382002	0.73019326	0.72005693	0.49076390	0.47197954	0.63536273
REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION	0.76632346	0.71299010	0.72297000	0.49359563	0.47551374	0.634278586
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	0.75983795	0.71128121	0.71560411	0.49994164	0.47698466	0.632729914
BIOCARTA_ATM_PATHWAY	0.74506419	0.70722071	0.72223539	0.51969083	0.46853225	0.632548674
BIOCARTA_G1_PATHWAY	0.76155612	0.67709950	0.72717486	0.52106163	0.47414818	0.632208058
PID_AURORA_A_PATHWAY	0.77616147	0.70743909	0.73387733	0.46363605	0.47148466	0.63051972
BIOCARTA_G2_PATHWAY	0.75500343	0.71981889	0.72758834	0.47867516	0.47062174	0.630341512
KEGG_ENDOMETRIAL_CANCER	0.80663005	0.70232837	0.69471506	0.48460874	0.46261112	0.630178668
BIOCARTA_P53_PATHWAY	0.76066699	0.71760478	0.72846558	0.47186690	0.47138473	0.629997796
BIOCARTA_CHEMICAL_PATHWAY	0.75777820	0.68726532	0.72947425	0.48461388	0.47562825	0.62695198
BIOCARTA_RB_PATHWAY	0.76978043	0.69901879	0.72579635	0.46932222	0.47063220	0.626909998
KEGG_THYROID_CANCER	0.75621801	0.71618067	0.71253177	0.46230464	0.48515961	0.62647894
KEGG_BLADDER_CANCER	0.75339503	0.70728043	0.72246111	0.50085737	0.43979347	0.624757482
PID_HDAC_CLASSIII_PATHWAY	0.77484126	0.71195724	0.72590364	0.49553277	0.41266224	0.62417943
KEGG_SMALL_CELL_LUNG_CANCER	0.80224453	0.45636130	0.71884698	0.52907498	0.61050366	0.62340629
REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1	0.75259863	0.69842325	0.71667856	0.46200142	0.48452272	0.622844916
SA_G1_AND_S_PHASES	0.76620680	0.70146324	0.71958599	0.49546732	0.43123732	0.622792134
REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE	0.74886650	0.71004632	0.71541214	0.45496877	0.48175527	0.6222098
PID_HIF1APATHWAY	0.76558929	0.70782611	0.72280384	0.49046789	0.42320293	0.621978012
KEGG_P53_SIGNALING_PATHWAY	0.76190232	0.72666489	0.72866740	0.46093716	0.43078994	0.621792342
BIOCARTA_RNA_PATHWAY	0.76416940	0.70938184	0.71997783	0.48450920	0.42872346	0.621352346
BIOCARTA_PML_PATHWAY	0.76383160	0.71352656	0.73145748	0.47525661	0.41015655	0.61884576
BIOCARTA_TID_PATHWAY	0.76162242	0.71119743	0.72849943	0.47715847	0.40915076	0.617525702
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.76435031	0.69956985	0.71687906	0.48852336	0.41216454	0.616297424
BIOCARTA_TEL_PATHWAY	0.77065944	0.70729664	0.72570681	0.47952055	0.38906916	0.61445052
PID_REG_GR_PATHWAY	0.77097993	0.72667750	0.73872677	0.50143877	0.33334925	0.614234444
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	0.76952531	0.70425169	0.72447741	0.45957629	0.40613762	0.612793664
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	0.76185619	0.49953884	0.73993469	0.51844492	0.54142354	0.612239636
PID_P75NTRPATHWAY	0.81861937	0.44420671	0.74830883	0.49801691	0.54297933	0.61042623
PID_P38ALPHABETADOWNSTREAMPATHWAY	0.75207196	0.69774251	0.71812318	0.47695480	0.39860902	0.608700294
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.79464901	0.46971628	0.75719695	0.51221025	0.50584916	0.60792433
PID_FGF_PATHWAY	0.69630702	0.48186717	0.63648452	0.50441017	0.71899529	0.607612834
REACTOME_CELL_CYCLE_CHECKPOINTS	0.75078675	0.68063914	0.72221244	0.48259696	0.39266885	0.605780828
KEGG_APOPTOSIS	0.80982695	0.45722546	0.76238318	0.52391726	0.46268732	0.603208034
PID_AP1_PATHWAY	0.76068154	0.69344494	0.71334112	0.49117743	0.35593424	0.602915854
KEGG_GLIOMA	0.80926847	0.45076396	0.71086747	0.52514551	0.51670928	0.602550938
PID_ECADHERIN_NASCENTAJ_PATHWAY	0.70346714	0.40737767	0.62458154	0.51590046	0.72086764	0.59443889
SIG_CD40PATHWAYMAP	0.67832820	0.44560266	0.60565226	0.53251501	0.70991077	0.59440178
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	0.65767425	0.42738027	0.62250610	0.55936551	0.70330258	0.594045742
KEGG_MELANOMA	0.81765765	0.45971622	0.72240639	0.50808956	0.45886386	0.593346736
PID_ECADHERIN_KERATINOCYTE_PATHWAY	0.69067751	0.48276236	0.63146253	0.50967023	0.65210550	0.593335626
PID_TRAIL_PATHWAY	0.69690494	0.46508007	0.62393384	0.51458899	0.66178738	0.592459044
ST_INTERLEUKIN_4_PATHWAY	0.66828250	0.48555503	0.59728672	0.53855098	0.66878308	0.591691662
PID_PI3KPLCTRKPATHWAY	0.64755308	0.52984932	0.59686419	0.52350779	0.64920777	0.58939643
REACTOME_PHOSPHOLIPID_METABOLISM	0.65784077	0.45180652	0.63095726	0.53771842	0.66551793	0.58876818
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	0.65953700	0.51500689	0.60043923	0.50868370	0.65460981	0.587655326
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	0.66469191	0.44303414	0.57399596	0.55703128	0.69805632	0.587361922
PID_LKB1_PATHWAY	0.77201717	0.42362865	0.72214250	0.52577025	0.49170353	0.58705242
KEGG_CELL_CYCLE	0.76812494	0.46156494	0.73426098	0.50790587	0.46146399	0.586664144
PID_FCER1PATHWAY	0.69762323	0.49544210	0.64567454	0.52582555	0.56606285	0.586125654
PID_EPHRINBREVPATHWAY	0.67084733	0.45401971	0.60010254	0.54574339	0.65886189	0.585914972
BIOCARTA_EGF_PATHWAY	0.70055073	0.46816399	0.61682352	0.49162312	0.65126048	0.585684368
PID_VEGFR1_2_PATHWAY	0.65713333	0.49571721	0.60741045	0.52547223	0.63960366	0.585067376
PID_MYC_ACTIVPATHWAY	0.77343261	0.43600047	0.74760219	0.48930893	0.47740533	0.584749906
BIOCARTA_RAC1_PATHWAY	0.66700706	0.49857147	0.60574459	0.50610022	0.64608262	0.584701192
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.76599882	0.44414955	0.72082380	0.48956657	0.49913200	0.583934148
BIOCARTA_HCMV_PATHWAY	0.67997243	0.45637691	0.63050572	0.50744622	0.64453022	0.5837663
REACTOME_PI_METABOLISM	0.63307315	0.44357881	0.59815276	0.54737845	0.69534270	0.583505174
KEGG_PROSTATE_CANCER	0.82149484	0.47777380	0.72693376	0.51113529	0.37979010	0.583425558
KEGG_BASAL_CELL_CARCINOMA	0.75993328	0.44975591	0.72150942	0.50306381	0.48280241	0.583412966
BIOCARTA_PDGF_PATHWAY	0.69378687	0.44896693	0.62472619	0.49241812	0.65364141	0.582707904
PID_CDC42_PATHWAY	0.69455497	0.40755913	0.66215679	0.51879102	0.62912125	0.582436632
PID_NEPHRIN_NEPH1_PATHWAY	0.67962107	0.47922967	0.60795332	0.52220193	0.62107361	0.58201592
KEGG_HUNTINGTONS_DISEASE	0.76481655	0.48191109	0.73676457	0.49141805	0.43168475	0.581319002
SA_PTEN_PATHWAY	0.67291165	0.48137848	0.60601945	0.51107593	0.63210272	0.580697646
PID_CXCR4_PATHWAY	0.64978151	0.66979772	0.57707335	0.51967815	0.48696911	0.580659968
PID_IFNGPATHWAY	0.68424400	0.39019267	0.63803780	0.54257597	0.64520082	0.580050252
BIOCARTA_TCR_PATHWAY	0.68325023	0.42428983	0.63164256	0.49666717	0.66318437	0.579806832
BIOCARTA_FCER1_PATHWAY	0.68441369	0.45470750	0.61833361	0.51733245	0.62307580	0.57957261
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.64433084	0.44574025	0.61900270	0.55039020	0.63742670	0.579378138
BIOCARTA_ACH_PATHWAY	0.67415992	0.44661848	0.61054024	0.51749583	0.64766473	0.57929584
BIOCARTA_PTEN_PATHWAY	0.67832932	0.51309290	0.62216175	0.52608722	0.54569271	0.57707278
KEGG_JAK_STAT_SIGNALING_PATHWAY	0.60681890	0.66103633	0.62443575	0.52702404	0.46585583	0.57703417
BIOCARTA_GLEEVEC_PATHWAY	0.68588798	0.42938662	0.65036446	0.48542872	0.63297490	0.576808536
KEGG_COLORECTAL_CANCER	0.80659520	0.44397109	0.69500957	0.50233158	0.43601277	0.576784042
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.77319129	0.43676063	0.72973568	0.47525639	0.46803562	0.576595922
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	0.67436497	0.50696553	0.61081195	0.52285464	0.56174824	0.575349066
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS	0.66577701	0.46987663	0.61498529	0.49723382	0.62726964	0.575028478
PID_LYMPHANGIOGENESIS_PATHWAY	0.68099134	0.44170315	0.61948007	0.51452842	0.61816993	0.574974582
ST_JNK_MAPK_PATHWAY	0.79398357	0.42822303	0.70248175	0.49020355	0.45865435	0.57470925
BIOCARTA_BAD_PATHWAY	0.67917295	0.49503852	0.61261177	0.52535588	0.56124919	0.574685662
REACTOME_CELL_CELL_COMMUNICATION	0.64206984	0.39874974	0.66569393	0.55363378	0.61295919	0.574621296
BIOCARTA_CXCR4_PATHWAY	0.64931700	0.45543351	0.59910568	0.51860041	0.64844069	0.574179458
BIOCARTA_TRKA_PATHWAY	0.67562934	0.46988158	0.60877255	0.52566090	0.58686179	0.573361232
REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS	0.66120964	0.44816473	0.60047675	0.51453314	0.64237480	0.573351812
REACTOME_NEURONAL_SYSTEM	0.47783569	0.48131346	0.65420053	0.59588525	0.65724114	0.573295214
REACTOME_SIGNALING_BY_NOTCH	0.75370845	0.45230758	0.71865890	0.51138685	0.42684913	0.572582182
BIOCARTA_CREB_PATHWAY	0.66508688	0.49789544	0.61255840	0.53032606	0.55421958	0.572017272
REACTOME_IMMUNE_SYSTEM	0.65482939	0.62101348	0.64552668	0.52329899	0.41196447	0.571326602
REACTOME_SIGNALING_BY_FGFR1_MUTANTS	0.66291689	0.42969731	0.59905902	0.51767850	0.64589047	0.571048438
BIOCARTA_LONGEVITY_PATHWAY	0.67566133	0.46149457	0.60546944	0.51760052	0.59286437	0.570618046
PID_IL1PATHWAY	0.64886492	0.46043003	0.58687617	0.51643337	0.63965960	0.570452818
BIOCARTA_NKCELLS_PATHWAY	0.65073777	0.44172146	0.59099445	0.51435096	0.65346966	0.57025486
PID_AVB3_OPN_PATHWAY	0.66968725	0.44743466	0.61202200	0.50032970	0.62164408	0.570223538
BIOCARTA_HDAC_PATHWAY	0.67916067	0.48871096	0.60437816	0.51649033	0.55823193	0.56939441
REACTOME_APOPTOSIS	0.78261737	0.47065209	0.72061151	0.49605294	0.37350546	0.568687874
BIOCARTA_IL7_PATHWAY	0.64912111	0.42861795	0.59651474	0.51012775	0.65772478	0.568421266
REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR	0.66171957	0.47273726	0.59087294	0.51122006	0.60500879	0.568311724
PID_IL6_7PATHWAY	0.65690241	0.42649936	0.61871983	0.53723194	0.60215340	0.568301388
PID_REELINPATHWAY	0.66879951	0.47418766	0.60790368	0.55335404	0.53614801	0.56807858
PID_FASPATHWAY	0.69431835	0.42802423	0.62329376	0.52111700	0.57275964	0.567902596
BIOCARTA_CTLA4_PATHWAY	0.65352562	0.47378213	0.59331269	0.53370523	0.58382422	0.567629978
BIOCARTA_GCR_PATHWAY	0.67450623	0.46335557	0.61032754	0.51744482	0.57178692	0.567484216
BIOCARTA_VEGF_PATHWAY	0.66737857	0.49312942	0.59375631	0.51463890	0.56577798	0.566936236
REACTOME_IL_RECEPTOR_SHC_SIGNALING	0.65049786	0.49039491	0.59368145	0.52766021	0.57179392	0.56680567
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES	0.65710025	0.51490976	0.61711328	0.52450476	0.51957799	0.566641208
BIOCARTA_IGF1R_PATHWAY	0.66829346	0.46565713	0.61092666	0.52459263	0.56275643	0.566445262
SA_TRKA_RECEPTOR	0.65633846	0.46735220	0.59774753	0.51078113	0.59838549	0.566120962
PID_HEDGEHOG_2PATHWAY	0.67773190	0.39726757	0.61191855	0.51910726	0.62430153	0.566065362
BIOCARTA_ERK5_PATHWAY	0.67447505	0.45016690	0.61129966	0.52071755	0.56928307	0.565188446
PID_VEGFR1_PATHWAY	0.67794492	0.46745407	0.61775431	0.51476116	0.54769668	0.565122228
BIOCARTA_CDC42RAC_PATHWAY	0.66120247	0.43476864	0.60098517	0.52103192	0.60691917	0.564981474
REACTOME_GPCR_DOWNSTREAM_SIGNALING	0.66685640	0.49306740	0.66862509	0.51931303	0.47453234	0.564478852
BIOCARTA_AKT_PATHWAY	0.67297959	0.46046124	0.60435576	0.51395001	0.56928069	0.564205458
REACTOME_CELL_CYCLE	0.70228362	0.44775931	0.68081638	0.55137377	0.43864075	0.564174766
BIOCARTA_NFAT_PATHWAY	0.66512278	0.46844071	0.60553860	0.55296826	0.52762227	0.563938524
REACTOME_IL_2_SIGNALING	0.62645858	0.44842537	0.57481683	0.51871587	0.65092960	0.56386925
REACTOME_IL_3_5_AND_GM_CSF_SIGNALING	0.65513677	0.46468854	0.59152905	0.56124465	0.54368383	0.563256568
BIOCARTA_BCELLSURVIVAL_PATHWAY	0.66427471	0.44013989	0.61321671	0.51713526	0.58032169	0.563017652
PID_A6B1_A6B4_INTEGRIN_PATHWAY	0.66203416	0.47673106	0.62976379	0.53801322	0.50829533	0.562967512
BIOCARTA_IL2RB_PATHWAY	0.67087521	0.45914038	0.60988945	0.51907173	0.55572132	0.562939618
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING	0.68402292	0.42505713	0.61550739	0.52317804	0.56627408	0.562807912
ST_ADRENERGIC	0.66950830	0.42462015	0.59804820	0.47427084	0.64518831	0.56232716
PID_NFKAPPABATYPICALPATHWAY	0.65005885	0.45960561	0.59829369	0.51386148	0.58634372	0.56163267
PID_IGF1_PATHWAY	0.67011084	0.45079999	0.60790585	0.51307064	0.56475637	0.561328738
REACTOME_TIE2_SIGNALING	0.64743767	0.46060012	0.59873466	0.51215137	0.58735402	0.561255568
ST_FAS_SIGNALING_PATHWAY	0.76613544	0.44937508	0.71144223	0.44237298	0.43682350	0.561229846
BIOCARTA_TFF_PATHWAY	0.68029100	0.42503397	0.60572482	0.53210059	0.56275644	0.561181364
REACTOME_NEPHRIN_INTERACTIONS	0.62543652	0.47515652	0.58859619	0.53651138	0.57931697	0.561003516
BIOCARTA_IGF1MTOR_PATHWAY	0.67860308	0.44217610	0.61382531	0.52006461	0.55021288	0.560976396
BIOCARTA_EIF4_PATHWAY	0.68253226	0.45434163	0.60694291	0.51976357	0.54066550	0.560849174
BIOCARTA_RACCYCD_PATHWAY	0.66673209	0.45737868	0.62252033	0.50501538	0.54970095	0.560269486
BIOCARTA_NGF_PATHWAY	0.66280018	0.43874945	0.58945255	0.51794635	0.59188201	0.560166108
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.63871025	0.40344654	0.61428395	0.55468685	0.58863454	0.559952426
PID_IL5_PATHWAY	0.64749949	0.43805913	0.59723305	0.51887341	0.59789509	0.559912034
BIOCARTA_RAS_PATHWAY	0.67209832	0.42370472	0.60901198	0.51831858	0.57379201	0.559385122
PID_EPHA2_FWDPATHWAY	0.65392635	0.43379278	0.59452394	0.51970909	0.59437091	0.559264614
REACTOME_SIGNALING_BY_ILS	0.54647450	0.46631620	0.57220396	0.54287224	0.66563651	0.558700682
REACTOME_CD28_CO_STIMULATION	0.67348875	0.42890609	0.61702654	0.52308464	0.54969788	0.55844078
SIG_CHEMOTAXIS	0.66330491	0.35522464	0.59061163	0.54088389	0.63992609	0.557990232
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	0.61718158	0.40503839	0.59461437	0.49299072	0.67928702	0.557822416
ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY	0.66774422	0.46815235	0.59756130	0.50874479	0.54568026	0.557576584
BIOCARTA_MTOR_PATHWAY	0.69222223	0.43599561	0.60358695	0.51615784	0.53865975	0.557324476
KEGG_ACUTE_MYELOID_LEUKEMIA	0.68240448	0.49339762	0.60781610	0.50989485	0.49297918	0.557298446
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	0.65777696	0.42299199	0.59770312	0.51823529	0.58935699	0.55721287
PID_IL2_PI3KPATHWAY	0.67713163	0.41888833	0.61405913	0.52672974	0.54318631	0.555999028
PID_IL2_1PATHWAY	0.64395010	0.40429937	0.57459281	0.50491638	0.65091882	0.555735496
PID_CXCR3PATHWAY	0.67416003	0.43458804	0.61490800	0.50943990	0.54518971	0.555657136
BIOCARTA_INSULIN_PATHWAY	0.66023529	0.43027822	0.58643880	0.52264091	0.57730784	0.555380212
PID_ANGIOPOIETINRECEPTOR_PATHWAY	0.68693090	0.44989851	0.60438035	0.51591483	0.51958373	0.555341664
PID_IL3_PATHWAY	0.65876559	0.43374355	0.59916714	0.51295842	0.57129204	0.555185348
PID_NECTIN_PATHWAY	0.67775957	0.40996057	0.60800809	0.51035945	0.56950991	0.555119518
PID_INSULIN_PATHWAY	0.67093963	0.44078776	0.60665724	0.52080355	0.53564319	0.554966274
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	0.67202786	0.42793360	0.61528574	0.51811674	0.54045708	0.554764204
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.64952196	0.38786664	0.57534706	0.54128425	0.61897867	0.554599716
KEGG_MTOR_SIGNALING_PATHWAY	0.65716730	0.45533117	0.59863473	0.53334172	0.52761780	0.554418544
REACTOME_SIGNALING_BY_GPCR	0.67536762	0.49785899	0.66267887	0.49982595	0.43406304	0.553958894
PID_MET_PATHWAY	0.67933979	0.38530511	0.67223882	0.47409766	0.55869403	0.553935082
BIOCARTA_MET_PATHWAY	0.65440810	0.38999071	0.57623226	0.50302272	0.64418127	0.553567012
PID_PDGFRAPATHWAY	0.65888381	0.42236693	0.58798975	0.52056194	0.57731418	0.553423322
REACTOME_G_ALPHA1213_SIGNALLING_EVENTS	0.65887501	0.43778959	0.61111566	0.51766795	0.54092581	0.553274804
PID_AR_NONGENOMIC_PATHWAY	0.68303572	0.40935331	0.60480400	0.51114570	0.55673772	0.55301529
REACTOME_PI3K_AKT_ACTIVATION	0.68236731	0.43991558	0.59223755	0.53288454	0.51757905	0.552996806
BIOCARTA_GH_PATHWAY	0.66549857	0.41843621	0.60311820	0.52099763	0.55522666	0.552655454
PID_EPHBFWDPATHWAY	0.65380957	0.46215778	0.58980837	0.50921020	0.54819929	0.552637042
BIOCARTA_IGF1_PATHWAY	0.65974377	0.42774214	0.58713617	0.50995778	0.57831554	0.55257908
PID_TRKRPATHWAY	0.65241395	0.46367430	0.58254504	0.55416524	0.51004624	0.552568954
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	0.63634483	0.43953498	0.61636389	0.52782765	0.54267928	0.552550126
PID_ER_NONGENOMIC_PATHWAY	0.68326579	0.41871854	0.60114140	0.51368578	0.54567571	0.552497444
PID_PTP1BPATHWAY	0.67111791	0.42732665	0.59301520	0.54560686	0.52361378	0.55213608
