Gene Set	Basal	Her2	LumA	LumB	Normal	Average AUC
KEGG_PATHWAYS_IN_CANCER	0.98038278	0.96469238	0.93072171	0.86149046	0.91919192	0.93129585
REACTOME_HEMOSTASIS	0.98377931	0.95071931	0.93890694	0.87777778	0.88888889	0.928014446
REACTOME_SIGNALING_BY_RHO_GTPASES	0.98261563	0.92904806	0.93553701	0.87494949	0.91212121	0.92685428
KEGG_PANCREATIC_CANCER	0.97713982	0.95440771	0.92577137	0.84602020	0.93030303	0.926728426
KEGG_FOCAL_ADHESION	0.97995156	0.94329660	0.91170546	0.83939394	0.95757576	0.926384664
REACTOME_SIGNALING_BY_NOTCH	0.98048319	0.92783900	0.91374128	0.84860606	0.95959596	0.926053098
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	0.97756512	0.92471687	0.91676572	0.83309091	0.95555556	0.921538836
PID_ERBB1_DOWNSTREAM_PATHWAY	0.97731112	0.89914294	0.90603430	0.85086869	0.97373737	0.921418884
PID_HES_HEYPATHWAY	0.98045366	0.91599327	0.90225656	0.85765657	0.94949495	0.921171002
PID_SMAD2_3NUCLEARPATHWAY	0.97952035	0.94501071	0.91742351	0.81224242	0.95050505	0.920940408
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	0.98398606	0.91857974	0.90528730	0.83074747	0.96565657	0.920851428
PID_PDGFRBPATHWAY	0.98247977	0.91888583	0.89755526	0.85135354	0.95151515	0.92035791
PID_RB_1PATHWAY	0.97724024	0.89208754	0.92422291	0.86361841	0.93939394	0.919312608
PID_IL2_1PATHWAY	0.97195936	0.90009183	0.91846972	0.85313131	0.94545455	0.917821354
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	0.97634237	0.92502296	0.90841751	0.84230303	0.93333333	0.91708384
PID_FANCONI_PATHWAY	0.97179396	0.90264769	0.93927097	0.85305051	0.91515152	0.91638293
KEGG_ENDOCYTOSIS	0.97865202	0.94560759	0.90495193	0.84175533	0.91010101	0.916213576
REACTOME_HIV_INFECTION	0.97713982	0.92696664	0.91510077	0.83874747	0.92222222	0.916035384
BIOCARTA_IL2RB_PATHWAY	0.96653081	0.88610346	0.91520129	0.83882828	0.96969697	0.915272162
PID_P53REGULATIONPATHWAY	0.97631874	0.87973676	0.91172888	0.85870707	0.94646465	0.91459122
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	0.97913639	0.90656566	0.92363344	0.83057688	0.93232323	0.91444712
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	0.97973300	0.92874197	0.88361684	0.83780961	0.94141414	0.914263112
KEGG_TGF_BETA_SIGNALING_PATHWAY	0.98109162	0.92078359	0.90249549	0.84731313	0.91818182	0.91397313
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.97405635	0.92055403	0.92838530	0.85006061	0.89595960	0.913803178
PID_BETACATENIN_NUC_PATHWAY	0.98341899	0.90570860	0.90057093	0.83115152	0.94545455	0.913260918
PID_FAK_PATHWAY	0.97907732	0.93028773	0.88288001	0.81512907	0.95757576	0.912989978
KEGG_DILATED_CARDIOMYOPATHY	0.98090259	0.94023569	0.89889426	0.83874747	0.90303030	0.912362062
REACTOME_SIGNALING_BY_SCF_KIT	0.97458208	0.94222528	0.90660323	0.82969697	0.90606061	0.911833634
KEGG_RENAL_CELL_CARCINOMA	0.97584618	0.91516682	0.87539896	0.81563636	0.97676768	0.9117632
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.97402091	0.92373737	0.89822183	0.84036364	0.92020202	0.911309154
PID_ILK_PATHWAY	0.97383779	0.83738904	0.92112979	0.85498990	0.96767677	0.911004658
