Gene Set	Basal	Her2	LumA	LumB	Normal	Average AUC
KEGG_PANCREATIC_CANCER	0.99303562	0.96395776	0.94609368	0.90700130	0.96262626	0.954542924
KEGG_PROSTATE_CANCER	0.99314195	0.97096725	0.93926499	0.90494794	0.95555556	0.952775538
KEGG_SMALL_CELL_LUNG_CANCER	0.99346093	0.93842975	0.94925948	0.89641647	0.97373737	0.9502608
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.99441786	0.96998776	0.93947710	0.89241675	0.94949495	0.949158884
KEGG_FOCAL_ADHESION	0.99303562	0.96228956	0.93133836	0.88242735	0.97575758	0.948969694
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.99144072	0.93526171	0.95887085	0.90096037	0.92525253	0.942357236
KEGG_NON_SMALL_CELL_LUNG_CANCER	0.99175970	0.95782063	0.93170652	0.89011033	0.93434343	0.941148122
PID_MYC_REPRESSPATHWAY	0.99292929	0.95488215	0.92084396	0.87226107	0.95656566	0.939496426
REACTOME_SIGNALING_BY_RHO_GTPASES	0.99367358	0.93151209	0.95247573	0.89523543	0.90707071	0.935993508
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0.99356725	0.92918580	0.91823372	0.88780730	0.94848485	0.935455784
KEGG_COLORECTAL_CANCER	0.99133440	0.92604836	0.93408273	0.87999068	0.93535354	0.933361942
KEGG_ERBB_SIGNALING_PATHWAY	0.99261031	0.95116315	0.91191020	0.86670465	0.94343434	0.93316453
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	0.99292929	0.93399143	0.91383212	0.87489977	0.94646465	0.932423452
KEGG_JAK_STAT_SIGNALING_PATHWAY	0.99229133	0.94357208	0.91389099	0.86585887	0.94646465	0.932415584
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.99218501	0.89315886	0.92252778	0.88248574	0.97171717	0.932414912
KEGG_ECM_RECEPTOR_INTERACTION	0.99324827	0.93119069	0.93422009	0.87395183	0.92828283	0.932178742
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	0.99218501	0.93584328	0.93191209	0.86044846	0.94040404	0.932158576
KEGG_ACUTE_MYELOID_LEUKEMIA	0.99282297	0.90638200	0.92267074	0.86510956	0.97373737	0.932144528
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	0.99207868	0.93399143	0.90792943	0.85832479	0.96464646	0.931394158
PID_CMYB_PATHWAY	0.99335460	0.91674319	0.93943132	0.89794250	0.90909091	0.931312504
REACTOME_SIGNALING_BY_SCF_KIT	0.99175970	0.93844506	0.92337249	0.86570629	0.93333333	0.930523374
KEGG_CALCIUM_SIGNALING_PATHWAY	0.99420521	0.95792776	0.92681954	0.86739221	0.90606061	0.930481066
REACTOME_CELL_CELL_COMMUNICATION	0.99261031	0.93070605	0.90399851	0.87504691	0.94747475	0.929967306
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.99292929	0.92636976	0.92153543	0.88298368	0.92525253	0.929814138
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	0.99239766	0.96610040	0.91185677	0.85039938	0.92525253	0.929201348
PID_SHP2_PATHWAY	0.99069644	0.92817570	0.90490754	0.86339083	0.95454545	0.928343192
KEGG_CELL_ADHESION_MOLECULES_CAMS	0.99303562	0.91232017	0.90791915	0.86604196	0.96060606	0.927984592
PID_PTP1BPATHWAY	0.99122807	0.92581879	0.91315467	0.84222533	0.96464646	0.927414664
PID_IL2_1PATHWAY	0.98920787	0.88275176	0.92899952	0.86876457	0.96262626	0.926469996
SIG_CHEMOTAXIS	0.99154705	0.91323845	0.93576011	0.86648640	0.92323232	0.926052866
REACTOME_L1CAM_INTERACTIONS	0.99261031	0.91949801	0.93324456	0.86690909	0.91616162	0.925684718
REACTOME_CELL_JUNCTION_ORGANIZATION	0.98867624	0.91786042	0.90718938	0.86939239	0.94444444	0.925512574
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.99133440	0.91216713	0.90445715	0.85119405	0.96666667	0.92516388
REACTOME_G1_PHASE	0.99144072	0.88365473	0.94410712	0.86851593	0.93232323	0.924008346
PID_TGFBRPATHWAY	0.99197236	0.91877870	0.89593624	0.84043986	0.97171717	0.923768866
KEGG_ADHERENS_JUNCTION	0.99186603	0.94560759	0.88608117	0.84564413	0.94646465	0.923132714
KEGG_RENAL_CELL_CARCINOMA	0.99197236	0.92451621	0.89419542	0.85762106	0.94545455	0.92275192
PID_PDGFRBPATHWAY	0.99271664	0.90358127	0.91778243	0.86817094	0.92828283	0.922106822
